"Scientific" "BodyMass.Value" "Trophic_level" "Lifespan"
"Crocidura erica" 10.35 NA NA
"Crocidura lamottei" 20.5 NA NA
"Crocidura hildegardeae" 9.5 NA NA
"Crocidura latona" 10.35 NA NA
"Crocidura lea" 6.6 NA NA
"Crocidura lepidura" 10.42 NA NA
"Crocidura leucodon" 9.82 2 2.9
"Crocidura levicula" 1.77 NA NA
"Crocidura littoralis" 16 NA NA
"Crocidura longipes" 19.3 NA NA
"Crocidura ludia" 5.15 NA NA
"Crocidura kivuana" 9 NA NA
"Crocidura gmelini" 10.42 NA NA
"Crocidura foxi" 19 NA NA
"Crocidura fuliginosa" 12 NA NA
"Crocidura fulvastra" 12.67 NA NA
"Crocidura fumosa" 14.5 NA NA
"Crocidura fuscomurina" 3.92 2 NA
"Crocidura hirta" 15.8 2 NA
"Crocidura glassi" 10.35 NA NA
"Crocidura hilliana" 10.42 NA NA
"Crocidura goliath" 54.84 NA NA
"Crocidura gracilipes" 6.7 NA NA
"Crocidura grandiceps" 23 NA NA
"Crocidura grandis" 10.35 NA NA
"Crocidura grassei" 13.5 NA NA
"Crocidura grayi" 10.3 3 NA
"Crocidura greenwoodi" 10.35 NA NA
"Crocidura harenna" 8.5 NA NA
"Crocidura foetida" 10.42 NA NA
"Solisorex pearsoni" 10.3 NA NA
"Suncus lixus" 4.9 3 NA
"Suncus hosei" 7.64 NA NA
"Suncus fellowesgordoni" 7.64 NA NA
"Suncus varilla" 5 3 NA
"Suncus malayanus" 5 NA NA
"Suncus megalura" 5.38 NA NA
"Suncus mertensi" 7.95 NA NA
"Suncus montanus" 18 NA NA
"Suncus murinus" 60.71 NA 3.2
"Suncus etruscus" 2.13 NA 3.2
"Suncus stoliczkanus" 9.43 NA NA
"Suncus infinitesimus" 3 3 NA
"Suncus zeylanicus" 29.8 NA NA
"Suncus remyi" 1.75 NA NA
"Suncus aequatorius" 7.15 NA NA
"Suncus dayi" 9.43 NA NA
"Suncus ater" 11.1 NA NA
"Suncus madagascariensis" 3.5 NA NA
"Diplomesodon pulchellum" 11 NA NA
"Feroculus feroculus" 36 NA NA
"Paracrocidura graueri" 11.68 NA NA
"Paracrocidura maxima" 11.68 NA NA
"Paracrocidura schoutedeni" 13 NA NA
"Ruwenzorisorex suncoides" 18.2 NA NA
"Scutisorex somereni" 91.5 NA NA
"Sylvisorex konganensis" 5.15 NA NA
"Sylvisorex isabellae" 9.99 NA NA
"Sylvisorex pluvialis" 5.83 NA NA
"Sylvisorex oriundus" 9.99 NA NA
"Sylvisorex ollula" 13.2 NA NA
"Sylvisorex lunaris" 18.5 NA NA
"Sylvisorex johnstoni" 3.17 NA NA
"Sylvisorex vulcanorum" 3.5 NA NA
"Sylvisorex granti" 3.8 NA NA
"Sylvisorex camerunensis" 5.83 NA NA
"Sylvisorex howelli" 4.32 NA NA
"Sylvisorex morio" 9.99 NA NA
"Sorex caecutiens" 5.38 2 3
"Sorex raddei" 10 NA NA
"Sorex alpinus" 7.8 NA 1.3
"Sorex minutus" 4.5 2 2
"Sorex maritimensis" 6.05 NA NA
"Sorex kozlovi" 6.05 NA NA
"Sorex isodon" 9.35 3 NA
"Sorex hosonoi" 3.25 NA NA
"Sorex granarius" 6.28 NA NA
"Sorex gracillimus" 5.06 3 NA
"Sorex daphaenodon" 6.79 2 NA
"Sorex cylindricauda" 6.05 NA NA
"Sorex cansulus" 6.05 3 NA
"Sorex buchariensis" 4.61 NA NA
"Sorex bedfordiae" 6.6 NA NA
"Sorex antinorii" 6.05 NA NA
"Sorex araneus" 10 2 3.2
"Sorex arcticus" 8.15 3 1.5
"Sorex arunchi" 6.05 NA NA
"Sorex asper" 7.95 NA NA
"Sorex averini" 6.05 NA NA
"Sorex roboratus" 9.12 3 NA
"Sorex coronatus" 9.6 3 1.125
"Sorex satunini" 7.47 NA NA
"Sorex sinalis" 9.43 NA NA
"Sorex tundrensis" 7.73 2 NA
"Sorex shinto" 6 NA NA
"Sorex unguiculatus" 9.9 3 1.5
"Sorex volnuchini" 4.61 NA NA
"Sorex yukonicus" 6.05 NA NA
"Sorex samniticus" 8.25 NA NA
"Sorex excelsus" 6.79 NA NA
"Sorex lyelli" 5 NA NA
"Sorex jacksoni" 3.5 NA NA
"Sorex hoyi" 2.58 3 NA
"Sorex tenellus" 3.75 NA NA
"Sorex haydeni" 3.5 NA NA
"Sorex dispar" 5 3 NA
"Sorex macrodon" 7 NA NA
"Sorex leucogaster" 4.83 NA NA
"Sorex cinereus" 4.66 3 1.916666667
"Sorex longirostris" 3.58 2 NA
"Sorex vagrans" 5.9 2 2.083333333
"Sorex camtschatica" 6.05 NA NA
"Sorex bendirii" 16.1 3 NA
"Sorex veraepacis" 7.5 NA NA
"Sorex bairdi" 8.33 NA NA
"Sorex gaspensis" 2.89 3 NA
"Sorex fumeus" 7.7 2 1.291666667
"Sorex alaskanus" 14 NA NA
"Sorex ugyunak" 3.6 NA NA
"Sorex palustris" 13.45 2 1.5
"Sorex pribilofensis" 6.05 NA NA
"Sorex preblei" 3.1 NA NA
"Sorex sonomae" 8.3 NA NA
"Sorex portenkoi" 4.83 NA NA
"Sorex pacificus" 6.71 2 NA
"Sorex ornatus" 4.99 NA 1.416666667
"Sorex orizabae" 6.05 NA NA
"Sorex oreopolus" 7 NA NA
"Sorex milleri" 7 NA NA
"Sorex nanus" 2.4 NA NA
"Sorex monticolus" 5.25 2 1.333333333
"Sorex neomexicanus" 6.05 NA NA
"Sorex mirabilis" 15 3 NA
"Sorex arizonae" 2.4 NA NA
"Sorex saussurei" 4.65 NA NA
"Sorex sclateri" 7 NA NA
"Sorex ventralis" 7 NA NA
"Sorex merriami" 5.9 3 NA
"Sorex stizodon" 7 NA NA
"Sorex emarginatus" 7 NA NA
"Sorex trowbridgii" 3.8 2 1.5
"Sorex veraecrucis" 6.05 NA NA
"Sorex minutissimus" 2.51 3 NA
"Sorex planiceps" 6.05 NA NA
"Sorex thibetanus" 6.05 NA NA
"Anourosorex yamashinai" 20 NA NA
"Anourosorex assamensis" 20 NA NA
"Anourosorex schmidi" 20 NA NA
"Anourosorex squamipes" 20 NA NA
"Blarinella quadraticauda" 12.5 NA NA
"Blarinella wardi" 11.26 NA NA
"Blarinella griselda" 12.5 NA NA
"Blarina brevicauda" 28 2 2.2
"Blarina hylophaga" 14.5 NA 2.8
"Blarina carolinensis" 13.5 2 NA
"Blarina peninsulae" 17.63 NA NA
"Cryptotis peregrina" 7.72 NA NA
"Cryptotis mexicana" 7 NA NA
"Cryptotis montivaga" 11.3 3 NA
"Cryptotis nelsoni" 7.72 NA NA
"Cryptotis nigrescens" 7.65 NA NA
"Cryptotis obscura" 7.72 NA NA
"Cryptotis merriami" 7.72 NA NA
"Cryptotis parva" 4.98 2 3.5
"Cryptotis medellinia" 7.72 NA NA
"Cryptotis peruviensis" 7.72 3 NA
"Cryptotis phillipsii" 7.72 NA NA
"Cryptotis squamipes" 11 3 NA
"Cryptotis tamensis" 7.72 NA NA
"Cryptotis orophila" 7.72 NA NA
"Cryptotis thomasi" 12.6 3 NA
"Cryptotis mera" 7.72 NA NA
"Cryptotis mayensis" 5 NA NA
"Cryptotis magna" 7 NA NA
"Cryptotis hondurensis" 5 NA NA
"Cryptotis griseoventris" 7.72 NA NA
"Cryptotis gracilis" 7 NA NA
"Cryptotis goodwini" 7 NA NA
"Cryptotis goldmani" 8 NA NA
"Cryptotis equatoris" 7.72 NA NA
"Cryptotis endersi" 8 NA NA
"Cryptotis colombiana" 7.72 NA NA
"Cryptotis brachyonyx" 7.72 NA NA
"Cryptotis meridensis" 11.57 3 NA
"Cryptotis alticola" 7.72 NA NA
"Cryptotis tropicalis" 7.72 NA NA
"Chimarrogale hantu" 55 3 NA
"Chimarrogale himalayica" 34.75 3 NA
"Chimarrogale phaeura" 31 3 NA
"Chimarrogale platycephalus" 36.32 3 NA
"Chimarrogale styani" 25.8 3 NA
"Chimarrogale sumatrana" 27.89 3 NA
"Chodsigoa parca" 5.49 NA NA
"Chodsigoa sodalis" 5.49 NA NA
"Chodsigoa smithii" 5.49 NA NA
"Chodsigoa parva" 5.49 NA NA
"Chodsigoa lamula" 5.49 NA NA
"Chodsigoa hypsibia" 5.49 NA NA
"Chodsigoa caovansunga" 5.49 NA NA
"Chodsigoa salenskii" 5.49 NA NA
"Episoriculus caudatus" 6.95 NA NA
"Episoriculus fumidus" 6.95 NA NA
"Episoriculus leucops" 6.95 NA NA
"Episoriculus macrurus" 6.95 NA NA
"Nectogale elegans" 32.5 3 NA
"Neomys teres" 15.13 NA NA
"Neomys fodiens" 14.3 2 3.1
"Neomys anomalus" 16 NA 2
"Nesiotites hidalgo" 9.05 NA NA
"Nesiotites similis" 9.05 NA NA
"Soriculus nigrescens" 14 3 NA
"Megasorex gigas" 20 NA NA
"Notiosorex cockrumi" 4.82 NA NA
"Notiosorex evotis" 5.28 NA NA
"Notiosorex crawfordi" 4.39 3 1.25
"Notiosorex villai" 4.82 NA NA
"Congosorex polli" 10.3 NA NA
"Congosorex verheyeni" 9.05 NA NA
"Myosorex longicaudatus" 12.98 2 NA
"Myosorex kihaulei" 12.1 NA NA
"Myosorex eisentrauti" 10.35 NA NA
"Myosorex cafer" 13.4 2 NA
"Myosorex blarina" 10.35 NA NA
"Myosorex okuensis" 10.35 NA NA
"Myosorex babaulti" 10.35 NA NA
"Myosorex schalleri" 10.35 NA NA
"Myosorex sclateri" 10.35 NA NA
"Myosorex tenuis" 10.35 NA NA
"Myosorex varius" 13.2 3 2.1
"Myosorex zinki" 12.1 NA NA
"Myosorex geata" 9.35 NA NA
"Myosorex rumpii" 10.35 NA NA
"Surdisorex norae" 9 NA NA
"Surdisorex polulus" 9 NA NA
"Condylura cristata" 84 3 2.5
"Parascalops breweri" 51 2 5
"Scalopus aquaticus" 91.26 2 6.2
"Scapanulus oweni" 36.64 3 NA
"Scapanus latimanus" 55 3 3
"Scapanus orarius" 61.2 2 3
"Scapanus townsendii" 141.7 NA NA
"Desmana moschata" 383 2 NA
"Galemys pyrenaicus" 60.17 3 5
"Neurotrichus gibbsii" 8.9 2 NA
"Scaptonyx fusicaudus" 19.41 NA NA
"Euroscaptor longirostris" 59.57 3 NA
"Euroscaptor parvidens" 59.57 3 NA
"Euroscaptor micrura" 60.47 3 3
"Euroscaptor grandis" 59.57 3 NA
"Euroscaptor klossi" 59.57 3 NA
"Euroscaptor mizura" 35.47 3 3
"Mogera imaizumii" 65.53 2 3.5
"Mogera insularis" 83.03 3 NA
"Mogera tokudae" 129.5 2 NA
"Mogera uchidai" 75.85 3 NA
"Mogera wogura" 111.5 2 3.2
"Parascaptor leucura" 45.6 3 NA
"Scaptochirus moschatus" 90.51 NA NA
"Talpa altaica" 85 3 NA
"Talpa stankovici" 71.12 3 NA
"Talpa romana" 92.5 3 NA
"Talpa occidentalis" 53.5 3 NA
"Talpa levantis" 90 3 NA
"Talpa davidiana" 80.28 3 NA
"Talpa europaea" 77 3 7
"Talpa caeca" 92.5 3 NA
"Talpa caucasica" 90 3 NA
"Dymecodon pilirostris" 15.46 3 NA
"Urotrichus talpoides" 45 2 3.5
"Uropsilus investigator" 25.53 NA NA
"Uropsilus soricipes" 16 3 NA
"Uropsilus andersoni" 25.53 NA NA
"Uropsilus gracilis" 25.53 NA NA
"Acerodon celebensis" 390 NA NA
"Acerodon humilis" 462.47 NA NA
"Acerodon jubatus" 1075 1 NA
"Acerodon leucotis" 462.47 NA NA
"Acerodon mackloti" 470.33 1 NA
"Aethalops aequalis" 15 NA NA
"Aethalops alecto" 15 NA NA
"Alionycteris paucidentata" 16.15 NA NA
"Aproteles bulmerae" 600 1 NA
"Balionycteris maculata" 13.36 1 NA
"Casinycteris argynnis" 29.85 1 NA
"Chironax melanocephalus" 16.67 1 NA
"Cynopterus nusatenggara" 36.44 NA NA
"Cynopterus sphinx" 43.66 1 10
"Cynopterus titthaecheilus" 58.33 NA NA
"Cynopterus luzoniensis" 40.3 NA NA
"Cynopterus brachyotis" 31.15 1 10.1
"Cynopterus horsfieldii" 56.01 1 NA
"Cynopterus minutus" 26.45 NA NA
"Dobsonia magna" 465 NA NA
"Dobsonia viridis" 238 NA NA
"Dobsonia praedatrix" 188.68 1 NA
"Dobsonia peronii" 226.51 1 NA
"Dobsonia pannietensis" 267.7 1 NA
"Dobsonia anderseni" 233.99 NA NA
"Dobsonia minor" 78.23 1 NA
"Dobsonia inermis" 149.5 NA NA
"Dobsonia exoleta" 249 NA NA
"Dobsonia emersa" 195.5 NA NA
"Dobsonia crenulata" 218.21 NA NA
"Dobsonia chapmani" 216.03 NA NA
"Dobsonia beauforti" 159.01 NA NA
"Dobsonia moluccensis" 381.44 1 12.3
"Dyacopterus brooksi" 78 NA NA
"Dyacopterus spadiceus" 78 NA NA
"Eidolon dupreanum" 283.75 1 20
"Eidolon helvum" 253.31 1 21.8
"Eonycteris spelaea" 58.1 2 5
"Eonycteris robusta" 78.36 NA NA
"Eonycteris major" 72.75 1 NA
"Epomophorus angolensis" 68.15 NA NA
"Epomophorus crypturus" 95.04 1 NA
"Epomophorus gambianus" 128.87 1 7.8
"Epomophorus grandis" 48.58 1 NA
"Epomophorus labiatus" 62.95 1 NA
"Epomophorus minimus" 68.15 NA NA
"Epomophorus minor" 44.76 1 NA
"Epomophorus wahlbergi" 91.58 1 10.1
"Epomops dobsonii" 122.08 NA NA
"Epomops franqueti" 118.93 NA NA
"Epomops buettikoferi" 133.84 1 NA
"Pteropus keyensis" 361.25 NA NA
"Pteropus gilliardorum" 406.94 NA NA
"Pteropus griseus" 269 NA NA
"Pteropus howensis" 232.93 NA NA
"Pteropus hypomelanus" 428.14 1 20.3
"Pteropus cognatus" 361.25 NA NA
"Pteropus intermedius" 361.25 NA NA
"Pteropus faunulus" 344.76 NA NA
"Pteropus leucopterus" 340 NA NA
"Pteropus livingstonii" 734.27 NA 15
"Pteropus lombocensis" 250.3 NA NA
"Pteropus loochoensis" 361.25 NA NA
"Pteropus lylei" 316.67 1 20.4
"Pteropus macrotis" 357 NA NA
"Pteropus insularis" 282.86 1 NA
"Pteropus fundatus" 205.65 NA NA
"Pteropus alecto" 643.57 1 19.7
"Pteropus dasymallus" 435 2 24
"Pteropus conspicillatus" 775.7 1 NA
"Pteropus mahaganus" 251.4 NA NA
"Pteropus temminckii" 361.25 NA NA
"Pteropus chrysoproctus" 710 NA NA
"Pteropus capistratus" 247.5 NA NA
"Pteropus aldabrensis" 305 NA NA
"Pteropus caniceps" 505 NA NA
"Pteropus brunneus" 200 NA NA
"Pteropus banakrisi" 225 NA NA
"Pteropus aruensis" 361.25 NA NA
"Pteropus anetianus" 426 NA NA
"Pteropus giganteus" 804.17 1 40
"Pteropus pselaphon" 282.86 NA 16.7
"Pteropus ualanus" 361.25 NA NA
"Pteropus tuberculatus" 282.86 NA NA
"Pteropus tonganus" 418.33 1 NA
"Pteropus tokudae" 152 NA NA
"Pteropus voeltzkowi" 527.5 NA NA
"Pteropus admiralitatum" 299.9 NA NA
"Pteropus subniger" 361.25 NA NA
"Pteropus seychellensis" 457 NA NA
"Pteropus scapulatus" 405.96 1 15.8
"Pteropus samoensis" 310 1 NA
"Pteropus rufus" 361 NA NA
"Pteropus rodricensis" 253.83 1 28
"Pteropus rennelli" 361.25 NA NA
"Pteropus speciosus" 344.76 NA NA
"Pteropus ornatus" 330 NA NA
"Pteropus melanopogon" 860 NA NA
"Pteropus melanotus" 344.76 NA NA
"Pteropus molossinus" 284.21 1 NA
"Pteropus neohibernicus" 966.79 NA NA
"Pteropus niger" 456.25 NA 19.4
"Pteropus rayneri" 724.5 NA NA
"Pteropus ocularis" 220 NA NA
"Pteropus pumilus" 183.35 1 17.2
"Pteropus pelewensis" 361.25 NA NA
"Pteropus personatus" 127.5 NA NA
"Pteropus pilosus" 361.25 NA NA
"Pteropus pohlei" 343 NA NA
"Pteropus poliocephalus" 749.91 1 23.6
"Pteropus mariannus" 453.5 1 NA
"Pteropus nitendiensis" 265 NA NA
"Pteropus woodfordi" 119.33 NA NA
"Pteropus vampyrus" 935.88 1 20.9
"Pteropus vetulus" 148 NA NA
"Pteropus yapensis" 361.25 NA NA
"Rousettus spinalatus" 90.75 NA NA
"Rousettus obliviosus" 44.1 NA NA
"Rousettus linduensis" 77.74 NA NA
"Rousettus leschenaultii" 84.88 2 14
"Rousettus celebensis" 56.3 NA NA
"Rousettus amplexicaudatus" 82.47 1 NA
"Rousettus aegyptiacus" 132.24 1 22.9
"Rousettus bidens" 62.39 NA NA
"Rousettus lanosus" 103 NA 18.7
"Rousettus madagascariensis" 62.1 1 NA
"Haplonycteris fischeri" 17.96 1 10
"Harpyionycteris celebensis" 104 NA NA
"Harpyionycteris whiteheadi" 110.5 1 NA
"Hypsignathus monstrosus" 335.08 1 NA
"Latidens salimalii" 44 NA NA
"Lissonycteris angolensis" 68.31 1 NA
"Macroglossus minimus" 16.37 1 NA
"Macroglossus sobrinus" 22.13 1 NA
"Megaerops kusnotoi" 35.94 NA NA
"Megaerops niphanae" 32.6 NA NA
"Megaerops wetmorei" 18.5 NA NA
"Megaerops ecaudatus" 24.67 1 NA
"Megaloglossus woermanni" 15.66 NA NA
"Melonycteris melanops" 49.04 1 NA
"Melonycteris woodfordi" 36.88 1 NA
"Melonycteris fardoulisi" 42.53 NA NA
"Micropteropus pusillus" 26.57 1 NA
"Micropteropus intermedius" 59.17 NA NA
"Myonycteris relicta" 52 NA NA
"Myonycteris torquata" 42.23 NA NA
"Myonycteris brachycephala" 53.39 NA NA
"Nanonycteris veldkampii" 21.89 NA NA
"Neopteryx frosti" 153.86 NA NA
"Notopteris neocaledonica" 65.14 NA NA
"Notopteris macdonaldi" 65.14 NA NA
"Nyctimene malaitensis" 75.39 NA NA
"Nyctimene masalai" 52.3 NA NA
"Nyctimene minutus" 45.56 NA NA
"Nyctimene rabori" 67.5 1 NA
"Nyctimene sanctacrucis" 51.64 NA NA
"Nyctimene draconilla" 29 2 NA
"Nyctimene vizcaccia" 40 NA NA
"Nyctimene robinsoni" 49.48 1 NA
"Nyctimene keasti" 51.64 NA NA
"Nyctimene cyclotis" 48 NA NA
"Nyctimene certans" 42.1 NA NA
"Nyctimene cephalotes" 44.47 NA NA
"Nyctimene albiventer" 29.88 1 NA
"Nyctimene aello" 84.26 NA NA
"Nyctimene major" 104.15 NA NA
"Otopteropus cartilagonodus" 16.75 NA NA
"Paranyctimene raptor" 24.31 1 NA
"Paranyctimene tenax" 24.31 NA NA
"Penthetor lucasi" 38.17 1 NA
"Plerotes anchietae" 120.64 NA NA
"Ptenochirus jagori" 77.25 1 8
"Ptenochirus minor" 36.25 NA NA
"Pteralopex taki" 369.06 NA NA
"Pteralopex acrodonta" 250.5 NA NA
"Pteralopex anceps" 560.36 NA NA
"Pteralopex atrata" 472 NA NA
"Pteralopex pulchra" 280 NA NA
"Scotonycteris ophiodon" 67.5 NA NA
"Scotonycteris zenkeri" 20.83 NA NA
"Sphaerias blanfordi" 28.18 NA NA
"Styloctenium wallacei" 173 NA NA
"Syconycteris carolinae" 39 1 NA
"Syconycteris hobbit" 18.29 1 NA
"Syconycteris australis" 17.1 1 NA
"Thoopterus nigrescens" 60.4 NA NA
"Rhinolophus mitratus" 10.4 NA NA
"Rhinolophus pusillus" 5.15 3 NA
"Rhinolophus philippinensis" 10.33 3 NA
"Rhinolophus pearsonii" 11.55 3 NA
"Rhinolophus paradoxolophus" 8.24 3 NA
"Rhinolophus landeri" 8.86 3 NA
"Rhinolophus osgoodi" 10.62 NA NA
"Rhinolophus nereis" 9.62 3 NA
"Rhinolophus monoceros" 10.62 3 NA
"Rhinolophus maendeleo" 10.62 NA NA
"Rhinolophus mehelyi" 12.33 3 NA
"Rhinolophus megaphyllus" 10.06 3 NA
"Rhinolophus marshalli" 5.02 3 NA
"Rhinolophus malayanus" 6.7 3 NA
"Rhinolophus rex" 10.4 3 NA
"Rhinolophus ziama" 10.62 NA NA
"Rhinolophus siamensis" 10.62 NA NA
"Rhinolophus madurensis" 10.62 NA NA
"Rhinolophus montanus" 10.62 NA NA
"Rhinolophus simulator" 8.1 3 NA
"Rhinolophus virgo" 6 3 NA
"Rhinolophus yunanensis" 19.7 3 NA
"Rhinolophus trifoliatus" 14.53 3 NA
"Rhinolophus thomasi" 8.3 3 NA
"Rhinolophus swinnyi" 7.13 NA NA
"Rhinolophus subrufus" 10.4 3 NA
"Rhinolophus subbadius" 10.49 3 NA
"Rhinolophus shameli" 9.61 3 NA
"Rhinolophus sinicus" 10.62 NA NA
"Rhinolophus robinsoni" 8.5 3 NA
"Rhinolophus silvestris" 10.4 NA NA
"Rhinolophus imaizumii" 10.62 3 NA
"Rhinolophus shortridgei" 10.62 NA NA
"Rhinolophus sedulus" 8.75 3 NA
"Rhinolophus sakejiensis" 22 NA NA
"Rhinolophus ruwenzorii" 10.62 NA NA
"Rhinolophus rufus" 30 NA NA
"Rhinolophus rouxii" 12.25 3 5
"Rhinolophus stheno" 7.9 3 NA
"Rhinolophus affinis" 13.63 3 NA
"Rhinolophus clivosus" 15.66 NA NA
"Rhinolophus capensis" 12.8 NA NA
"Rhinolophus inops" 13.5 3 NA
"Rhinolophus borneensis" 7.9 3 NA
"Rhinolophus bocharicus" 15.05 NA NA
"Rhinolophus blasii" 9.7 3 NA
"Rhinolophus beddomei" 10.62 NA NA
"Rhinolophus coelophyllus" 7.1 3 NA
"Rhinolophus alcyone" 18.75 NA NA
"Rhinolophus celebensis" 10.4 3 NA
"Rhinolophus adami" 10.4 NA NA
"Rhinolophus acuminatus" 12.13 3 NA
"Rhinolophus macrotis" 6.15 3 NA
"Rhinolophus maclaudi" 13.08 NA NA
"Rhinolophus luctus" 33.45 3 NA
"Rhinolophus lepidus" 5.7 3 NA
"Rhinolophus keyensis" 6.26 NA NA
"Rhinolophus arcuatus" 8.75 3 NA
"Rhinolophus ferrumequinum" 21.06 3 30.5
"Rhinolophus hipposideros" 4.71 3 29.4
"Rhinolophus hillorum" 10.62 NA NA
"Rhinolophus hilli" 13.6 NA NA
"Rhinolophus hildebrandtii" 25.99 3 NA
"Rhinolophus guineensis" 9.9 NA NA
"Rhinolophus canuti" 10.75 3 NA
"Rhinolophus formosae" 10.62 NA NA
"Rhinolophus cognatus" 10.49 3 NA
"Rhinolophus euryotis" 14.3 3 NA
"Rhinolophus euryale" 8.15 NA 13
"Rhinolophus eloquens" 19.05 3 NA
"Rhinolophus denti" 6.15 NA NA
"Rhinolophus deckenii" 10.4 NA NA
"Rhinolophus darlingi" 9.45 NA NA
"Rhinolophus creaghi" 12 3 NA
"Rhinolophus cornutus" 7.2 3 NA
"Rhinolophus convexus" 10.62 NA NA
"Rhinolophus fumigatus" 12.94 3 NA
"Anthops ornatus" 8 NA NA
"Asellia patrizii" 14.1 NA NA
"Asellia tridens" 11.93 3 NA
"Aselliscus stoliczkanus" 4.9 3 NA
"Aselliscus tricuspidatus" 4.1 3 NA
"Cloeotis percivali" 4.05 NA NA
"Coelops robinsoni" 6.5 3 NA
"Coelops frithii" 7.52 3 NA
"Hipposideros lankadiva" 52.4 3 NA
"Hipposideros muscinus" 14.41 NA NA
"Hipposideros megalotis" 9.31 NA NA
"Hipposideros marisae" 9.31 NA NA
"Hipposideros maggietaylorae" 18.5 NA NA
"Hipposideros madurae" 13.94 NA NA
"Hipposideros macrobullatus" 9.31 3 NA
"Hipposideros lylei" 40 3 NA
"Hipposideros larvatus" 19.85 3 NA
"Hipposideros orbiculus" 13.94 NA NA
"Hipposideros lamottei" 9.78 NA NA
"Hipposideros jonesi" 5.5 NA NA
"Hipposideros inornatus" 25.9 NA NA
"Hipposideros inexpectatus" 21.41 3 NA
"Hipposideros hypophyllus" 13.94 NA NA
"Hipposideros halophyllus" 4 3 NA
"Hipposideros grandis" 13.94 NA NA
"Hipposideros gigas" 115.42 NA NA
"Hipposideros galeritus" 8.18 2 NA
"Hipposideros lekaguli" 31.1 3 NA
"Hipposideros semoni" 14 NA NA
"Hipposideros fulvus" 8.5 3 13
"Hipposideros dyacorum" 6.05 3 NA
"Hipposideros wollastoni" 6.75 NA NA
"Hipposideros vittatus" 13.94 NA NA
"Hipposideros turpis" 33.35 3 NA
"Hipposideros thomensis" 13.94 NA NA
"Hipposideros sumbae" 13.94 NA NA
"Hipposideros stenotis" 12 NA NA
"Hipposideros nequam" 9.31 NA NA
"Hipposideros sorenseni" 13.94 NA NA
"Hipposideros obscurus" 9.5 3 NA
"Hipposideros scutinares" 13.94 NA NA
"Hipposideros ruber" 10.11 NA NA
"Hipposideros rotalis" 13.94 NA NA
"Hipposideros ridleyi" 8.83 3 NA
"Hipposideros pygmaeus" 3.5 3 NA
"Hipposideros pratti" 31.8 3 NA
"Hipposideros pomona" 6.2 3 NA
"Hipposideros pelingensis" 13.94 NA NA
"Hipposideros papua" 9.31 3 NA
"Hipposideros speoris" 10.43 3 NA
"Hipposideros breviceps" 9.31 3 NA
"Hipposideros cyclops" 33.5 NA NA
"Hipposideros demissus" 13.94 NA NA
"Hipposideros diadema" 43.76 3 NA
"Hipposideros crumeniferus" 9.18 NA NA
"Hipposideros coxi" 9.25 NA NA
"Hipposideros corynophyllus" 14.5 NA NA
"Hipposideros coronatus" 10.59 3 NA
"Hipposideros commersoni" 99.09 3 NA
"Hipposideros cineraceus" 4.72 3 NA
"Hipposideros cervinus" 9.3 3 NA
"Hipposideros camerunensis" 23.28 NA NA
"Hipposideros curtus" 9.31 NA NA
"Hipposideros caffer" 9.45 3 NA
"Hipposideros bicolor" 7.64 3 NA
"Hipposideros beatus" 6.65 NA NA
"Hipposideros ater" 5.79 3 NA
"Hipposideros armiger" 53 3 NA
"Hipposideros fuliginosus" 9.31 NA NA
"Hipposideros dinops" 74.5 3 NA
"Hipposideros doriae" 4.24 3 NA
"Hipposideros durgadasi" 13.94 NA NA
"Hipposideros abae" 9.31 NA NA
"Hipposideros edwardshilli" 13.94 NA NA
"Hipposideros calcaratus" 11.35 NA NA
"Paracoelops megalotis" 5.67 3 NA
"Rhinonicteris aurantia" 8.77 3 NA
"Triaenops auritus" 8.6 NA NA
"Triaenops rufus" 9.1 3 NA
"Triaenops persicus" 12.58 3 NA
"Triaenops furculus" 5.56 3 NA
"Megaderma spasma" 25.38 3 NA
"Megaderma lyra" 45.54 3 14
"Cardioderma cor" 27.84 3 NA
"Lavia frons" 23.93 3 NA
"Macroderma gigas" 126.43 3 22.6
"Rhinopoma microphyllum" 27.87 3 NA
"Rhinopoma hardwickii" 13.1 3 NA
"Rhinopoma macinnesi" 14.94 NA NA
"Rhinopoma muscatellum" 9.14 3 NA
"Lophostoma schulzi" 18.02 2 NA
"Lophostoma evotis" 20.58 2 NA
"Lophostoma carrikeri" 22.35 2 NA
"Lophostoma brasiliense" 9.76 2 NA
"Lophostoma silvicolum" 32.29 2 NA
"Macrophyllum macrophyllum" 8.1 3 NA
"Macrotus californicus" 11.63 2 17
"Macrotus waterhousii" 12.75 NA 10.4
"Micronycteris brosseti" 4.85 NA NA
"Micronycteris sanborni" 6.3 NA NA
"Micronycteris minuta" 6.5 2 NA
"Micronycteris hirsuta" 12.01 2 NA
"Micronycteris homezi" 6.8 NA NA
"Micronycteris matses" 6.85 NA NA
"Micronycteris megalotis" 6.11 2 NA
"Micronycteris microtis" 6.5 NA NA
"Micronycteris schmidtorum" 7.53 2 NA
"Chrotopterus auritus" 77.86 2 NA
"Glyphonycteris behnii" 11.32 2 NA
"Glyphonycteris daviesi" 18.61 2 NA
"Glyphonycteris sylvestris" 8.91 2 NA
"Lampronycteris brachyotis" 10.39 2 NA
"Lonchorhina orinocensis" 8.8 NA NA
"Lonchorhina inusitata" 13.29 NA NA
"Lonchorhina aurita" 15.7 3 NA
"Lonchorhina marinkellei" 17 NA NA
