species	order_pbdb	order_now	fam_pbdb	fam_now	genus	species	occ_pbdb	occ_now
Sinocastor zdanskyi	NA	rodentia	NA	castoridae	sinocastor	zdanskyi	NA	6
Ectocion mediotuber	NA	NA	phenacodontidae	NA	ectocion	mediotuber	6	NA
Merychyus minimus	artiodactyla	NA	merycoidodontidae	NA	merychyus	minimus	29	NA
Baioconodon nordicus	NA	NA	arctocyonidae	NA	baioconodon	nordicus	33	NA
Cardiolophus radinskyi	perissodactyla	NA	NA	NA	cardiolophus	radinskyi	87	NA
Colodon inceptus	perissodactyla	NA	tapiridae	NA	colodon	inceptus	2	NA
Dremotherium guthi	artiodactyla	NA	moschidae	NA	dremotherium	guthi	3	NA
Hyrachyus eximius	perissodactyla	NA	hyrachyidae	NA	hyrachyus	eximius	27	NA
Megalictis ferox	carnivora	NA	mustelidae	NA	megalictis	ferox	10	NA
Toliapina lawsoni	primates	NA	toliapinidae	NA	toliapina	lawsoni	2	NA
Berardius arnuxii	cetacea	NA	ziphiidae	NA	berardius	arnuxii	8	NA
Fallomus ginsburgi	rodentia	NA	diatomyidae	NA	fallomus	ginsburgi	2	NA
Arsinoitherium zitteli	embrithopoda	embrithopoda	NA	arsinoitheriidae	arsinoitherium	zitteli	3	3
Navajovius kohlhaasae	primates	NA	microsyopidae	NA	navajovius	kohlhaasae	4	NA
Submerycochoerus bannackensis	artiodactyla	NA	merycoidodontidae	NA	submerycochoerus	bannackensis	2	NA
Subathumys globulus	rodentia	NA	chapattimyidae	NA	subathumys	globulus	1	NA
Colodon orientalis	perissodactyla	NA	tapiridae	NA	colodon	orientalis	3	NA
Speothos venaticus	carnivora	NA	canidae	NA	speothos	venaticus	1	NA
Colodon kayi	perissodactyla	NA	tapiridae	NA	colodon	kayi	4	NA
Hesperotherium sinense	NA	perissodactyla	NA	chalicotheriidae	hesperotherium	sinense	NA	5
Mammalodon colliveri	cetacea	NA	mammalodontidae	NA	mammalodon	colliveri	2	NA
Lagomeryx meyeri	NA	artiodactyla	NA	cervidae	lagomeryx	meyeri	NA	2
Proeutatus oenophorum	cingulata	NA	dasypodidae	NA	proeutatus	oenophorum	8	NA
Oligotheriomys magnus	rodentia	NA	castoridae	NA	oligotheriomys	magnus	3	NA
Papio beringensis	NA	primates	NA	cercopithecidae	papio	beringensis	NA	1
Dimylechinus bernouillii	NA	eulipotyphla	NA	erinaceidae	dimylechinus	bernouillii	NA	3
Hydrochoerus gaylordi	rodentia	NA	caviidae	NA	hydrochoerus	gaylordi	1	NA
Mikrotia magna	NA	rodentia	NA	muridae	mikrotia	magna	NA	2
Teilhardina asiatica	primates	NA	omomyidae	NA	teilhardina	asiatica	1	NA
Sinotamias NA	NA	rodentia	NA	sciuridae	sinotamias	NA	NA	3
Sipalocyon obusta	sparassodonta	NA	NA	NA	sipalocyon	obusta	1	NA
Pseudoaplodon NA	NA	rodentia	NA	aplodontidae	pseudoaplodon	NA	NA	2
Uzbekbaatar wardi	multituberculata	NA	NA	NA	uzbekbaatar	wardi	1	NA
Stromerius nidensis	cetacea	NA	basilosauridae	NA	stromerius	nidensis	2	NA
Parallomys americanus	rodentia	NA	allomyidae	NA	parallomys	americanus	3	NA
Anourosorex NA	NA	eulipotyphla	NA	soricidae	anourosorex	NA	NA	2
Orientalomys sibiricus	NA	rodentia	NA	muridae	orientalomys	sibiricus	NA	3
Typotherium cristatum	notoungulata	NA	typotheriidae	NA	typotherium	cristatum	3	NA
Selenomys mimicus	rodentia	NA	cricetidae	NA	selenomys	mimicus	7	NA
Dipodomys gidleyi	rodentia	NA	heteromyidae	NA	dipodomys	gidleyi	4	NA
Spermophilus tridecemlineatus	rodentia	NA	sciuridae	NA	spermophilus	tridecemlineatus	44	NA
Docodon apoxys	docodonta	NA	docodontidae	NA	docodon	apoxys	1	NA
Hexaprotodon sinhaleyus	NA	artiodactyla	NA	hippopotamidae	hexaprotodon	sinhaleyus	NA	1
Histriophoca fasciata	carnivora	NA	phocidae	NA	histriophoca	fasciata	6	NA
Pseudotomus littoralis	rodentia	NA	paramyidae	NA	pseudotomus	littoralis	1	NA
Lagothrix lagotricha	primates	NA	atelidae	NA	lagothrix	lagotricha	1	NA
Domninoides knoxjonesi	lipotyphla	NA	talpidae	NA	domninoides	knoxjonesi	1	NA
Prokanisamys major	NA	rodentia	NA	muridae	prokanisamys	major	NA	8
Astraponotus thompsoni	astrapotheria	NA	astrapotheriidae	NA	astraponotus	thompsoni	1	NA
Paracamelus NA	NA	artiodactyla	NA	camelidae	paracamelus	NA	NA	13
Arctictis binturong	NA	carnivora	NA	viverridae	arctictis	binturong	NA	1
Pareumys guensburgi	rodentia	NA	cylindrodontidae	NA	pareumys	guensburgi	1	NA
Hyaenodon montanus	hyaenodonta	NA	hyaenodontidae	NA	hyaenodon	montanus	8	NA
Dendrohyrax samueli	hyracoidea	hyracoidea	procaviidae	procaviidae	dendrohyrax	samueli	1	1
Auroralestes simpsoni	lipotyphla	NA	erinaceidae	NA	auroralestes	simpsoni	1	NA
Vincelestes neuquenianus	NA	NA	NA	NA	vincelestes	neuquenianus	1	NA
Hyracodon leidyanus	perissodactyla	NA	hyracodontidae	NA	hyracodon	leidyanus	7	NA
Galveodon nannothus	multituberculata	NA	paulchoffatiidae	NA	galveodon	nannothus	2	NA
Abudhabia radinskyi	NA	rodentia	NA	muridae	abudhabia	radinskyi	NA	1
Pseudocricetodon montalbanensis	NA	rodentia	NA	muridae	pseudocricetodon	montalbanensis	NA	5
Macropus antilopinus	diprotodontia	NA	macropodidae	NA	macropus	antilopinus	1	NA
Monshyus praevius	macroscelidea	NA	louisinidae	NA	monshyus	praevius	1	NA
Gomphos shevyrevae	mixodontia	NA	mimolagidae	NA	gomphos	shevyrevae	1	NA
Dipsalidictis aequidens	creodonta	NA	oxyaenidae	NA	dipsalidictis	aequidens	14	NA
Chulpasia jimthorselli	polydolopimorphia	NA	NA	NA	chulpasia	jimthorselli	1	NA
Mionictis letifer	carnivora	NA	mustelidae	NA	mionictis	letifer	1	NA
Hippidion saldiasi	perissodactyla	NA	equidae	NA	hippidion	saldiasi	1	NA
Deinotherium giganteum	proboscidea	proboscidea	deinotheriidae	deinotheriidae	deinotherium	giganteum	30	177
Plesictis croizeti	NA	carnivora	NA	mustelidae	plesictis	croizeti	NA	2
Ysengrinia depereti	NA	carnivora	NA	amphicyonidae	ysengrinia	depereti	NA	2
Cupidinimus prattensis	rodentia	NA	heteromyidae	NA	cupidinimus	prattensis	3	NA
Merychippus sejunctus	perissodactyla	NA	equidae	NA	merychippus	sejunctus	6	NA
Atilax mesotes	NA	carnivora	NA	herpestidae	atilax	mesotes	NA	1
Syncerus acoelotus	NA	artiodactyla	NA	bovidae	syncerus	acoelotus	NA	12
Eligmodontia typus	rodentia	NA	cricetidae	NA	eligmodontia	typus	2	NA
Lartetomys zapfei	rodentia	NA	cricetidae	NA	lartetomys	zapfei	2	NA
Viverra oeningensis	NA	carnivora	NA	viverridae	viverra	oeningensis	NA	1
Promioclaenus thnetus	condylarthra	NA	hyopsodontidae	NA	promioclaenus	thnetus	3	NA
Tragelaphus eurycerus	artiodactyla	NA	bovidae	NA	tragelaphus	eurycerus	1	NA
Subengius mengi	primates	NA	carpolestidae	NA	subengius	mengi	1	NA
Heteroxerus rubricati	NA	rodentia	NA	sciuridae	heteroxerus	rubricati	NA	192
Symmetrodontoides foxi	NA	NA	spalacotheriidae	NA	symmetrodontoides	foxi	6	NA
Andinogale sallensis	sparassodonta	NA	NA	NA	andinogale	sallensis	1	NA
Thisbemys perditus	rodentia	NA	ischyromyidae	NA	thisbemys	perditus	7	NA
Plesiocetopsis notopelagicus	cetacea	NA	tranatocetidae	NA	plesiocetopsis	notopelagicus	1	NA
Palaeoreas zouavei	NA	artiodactyla	NA	bovidae	palaeoreas	zouavei	NA	1
Mithridatocetus adygeicus	cetacea	NA	cetotheriidae	NA	mithridatocetus	adygeicus	1	NA
Paradjidaumo alberti	rodentia	NA	eomyidae	NA	paradjidaumo	alberti	2	NA
Parvocristes oligocollis	primates	NA	carpolestidae	NA	parvocristes	oligocollis	1	NA
Kowalskia plinii	NA	rodentia	NA	muridae	kowalskia	plinii	NA	1
Sogdohyrax soricus	NA	hyracoidea	NA	pliohyracidae	sogdohyrax	soricus	NA	1
Mammuthus africanus	NA	proboscidea	NA	elephantidae	mammuthus	africanus	NA	6
Subdromomeryx antilopinus	artiodactyla	NA	palaeomerycidae	NA	subdromomeryx	antilopinus	7	NA
Sivachoerus sindiensis	NA	artiodactyla	NA	suidae	sivachoerus	sindiensis	NA	9
Miotragocerus cyrenaicus	NA	artiodactyla	NA	bovidae	miotragocerus	cyrenaicus	NA	1
Boritia duffaudi	hyaenodonta	NA	hyaenodontidae	NA	boritia	duffaudi	1	NA
Steneofiber minutus	NA	rodentia	NA	castoridae	steneofiber	minutus	NA	2
Necrolemur antiquus	primates	NA	omomyidae	NA	necrolemur	antiquus	11	NA
Tetrabelodon angustidens	proboscidea	NA	gomphotheriidae	NA	tetrabelodon	angustidens	15	NA
Ochotona koslowi	NA	lagomorpha	NA	ochotonidae	ochotona	koslowi	NA	1
Armantomys bijmai	NA	rodentia	NA	gliridae	armantomys	bijmai	NA	11
Hipparion molayanense	perissodactyla	perissodactyla	equidae	equidae	hipparion	molayanense	1	2
Borhyaena tuberata	sparassodonta	NA	borhyaenidae	NA	borhyaena	tuberata	18	NA
Ceratotherium neumayri	perissodactyla	NA	rhinocerotidae	NA	ceratotherium	neumayri	2	NA
Glirulus japonicus	rodentia	NA	gliridae	NA	glirulus	japonicus	1	NA
Alphadon perexiguus	didelphimorphia	NA	alphadontidae	NA	alphadon	perexiguus	1	NA
Spermophilus parryii	rodentia	NA	sciuridae	NA	spermophilus	parryii	5	NA
Nessovbaatar multicostatus	multituberculata	NA	sloanbaataridae	NA	nessovbaatar	multicostatus	1	NA
Cricetus nanus	NA	rodentia	NA	muridae	cricetus	nanus	NA	5
Tragoportax perimensis	NA	artiodactyla	NA	bovidae	tragoportax	perimensis	NA	1
Hippotherium catalaunicum	NA	perissodactyla	NA	equidae	hippotherium	catalaunicum	NA	13
Eobranisamys romeropittmanae	rodentia	rodentia	agoutidae	dasyproctidae	eobranisamys	romeropittmanae	1	1
Amphicticeps shackelfordi	carnivora	carnivora	NA	mustelidae	amphicticeps	shackelfordi	1	1
Heptacodon curtus	artiodactyla	NA	anthracotheriidae	NA	heptacodon	curtus	2	NA
Schizogalerix anatolica	lipotyphla	eulipotyphla	erinaceidae	erinaceidae	schizogalerix	anatolica	5	7
Leptarctus martini	carnivora	NA	mustelidae	NA	leptarctus	martini	1	NA
Heterocricetodon hausi	rodentia	NA	cricetidae	NA	heterocricetodon	hausi	1	NA
Hippopotamus palaeindicus	NA	artiodactyla	NA	hippopotamidae	hippopotamus	palaeindicus	NA	7
Ochotonoma anatolica	NA	lagomorpha	NA	ochotonidae	ochotonoma	anatolica	NA	1
Dakkamys asiaticus	NA	rodentia	NA	muridae	dakkamys	asiaticus	NA	1
Mesogaulus ballensis	rodentia	NA	mylagaulidae	NA	mesogaulus	ballensis	2	NA
Pristinictis connata	carnivora	NA	NA	NA	pristinictis	connata	1	NA
Scarrittia barranquensis	notoungulata	NA	leontiniidae	NA	scarrittia	barranquensis	2	NA
Trochictis artenensis	NA	carnivora	NA	mustelidae	trochictis	artenensis	NA	9
Laolestes goodrichi	NA	NA	dryolestidae	NA	laolestes	goodrichi	2	NA
Sinobaatar lingyuanensis	multituberculata	NA	NA	NA	sinobaatar	lingyuanensis	1	NA
Amphicyon riggsi	carnivora	NA	amphicyonidae	NA	amphicyon	riggsi	1	NA
Hyopsodus lysitensis	condylarthra	NA	hyopsodontidae	NA	hyopsodus	lysitensis	102	NA
Damaliscus antiquus	NA	artiodactyla	NA	bovidae	damaliscus	antiquus	NA	1
Pliogeomys buisi	rodentia	NA	geomyidae	NA	pliogeomys	buisi	1	NA
Miotragocerus gregarius	NA	artiodactyla	NA	bovidae	miotragocerus	gregarius	NA	1
Hexaprotodon kaisensis	NA	artiodactyla	NA	hippopotamidae	hexaprotodon	kaisensis	NA	1
Plesiodimylus crassidens	NA	eulipotyphla	dimylidae	dimylidae	plesiodimylus	crassidens	2	2
Brontops tyleri	perissodactyla	NA	brontotheriidae	NA	brontops	tyleri	1	NA
Aphronorus bearspawensis	cimolesta	NA	pentacodontidae	NA	aphronorus	bearspawensis	2	NA
Cormohipparion matthewi	perissodactyla	NA	equidae	NA	cormohipparion	matthewi	3	NA
Lutra aonychoides	NA	carnivora	NA	mustelidae	lutra	aonychoides	NA	2
Witenia NA	NA	rodentia	NA	muridae	witenia	NA	NA	1
Ernestohaeckelia aculeata	litopterna	NA	macraucheniidae	NA	ernestohaeckelia	aculeata	1	NA
Plesiaceratherium platyodon	NA	perissodactyla	NA	rhinocerotidae	plesiaceratherium	platyodon	NA	11
Mus indutus	NA	rodentia	NA	muridae	mus	indutus	NA	2
Doliochoerinae NA	NA	artiodactyla	NA	suidae	doliochoerinae	NA	NA	1
Suomys selenis	rodentia	NA	zelomyidae	NA	suomys	selenis	3	NA
Parapelomys NA	NA	rodentia	NA	muridae	parapelomys	NA	NA	3
Ashokia antiqua	sirenia	NA	protosirenidae	NA	ashokia	antiqua	1	NA
Mistralestes arcensis	NA	NA	zhelestidae	NA	mistralestes	arcensis	1	NA
Micropithecus leakeyorum	NA	primates	NA	proconsulidae	micropithecus	leakeyorum	NA	2
Lanthanotherium sawini	lipotyphla	NA	erinaceidae	NA	lanthanotherium	sawini	9	NA
Chasmaporthetes bonisi	NA	carnivora	NA	hyaenidae	chasmaporthetes	bonisi	NA	2
Dolomys milleri	NA	rodentia	NA	muridae	dolomys	milleri	NA	3
Mus ique	NA	rodentia	NA	muridae	mus	ique	NA	1
Numbigilga ernielundeliusi	marsupialia	NA	numbigilgidae	NA	numbigilga	ernielundeliusi	1	NA
Macaca fascicularis	NA	primates	NA	cercopithecidae	macaca	fascicularis	NA	15
Hodsahibia gracilis	rodentia	NA	NA	NA	hodsahibia	gracilis	1	NA
Branisamyopsis praesigmoides	rodentia	NA	erethizontidae	NA	branisamyopsis	praesigmoides	9	NA
Typhlomys hipparionum	NA	rodentia	NA	platacanthomyidae	typhlomys	hipparionum	NA	4
Mionictis artenensis	carnivora	NA	mustelidae	NA	mionictis	artenensis	3	NA
Microparamys chandoni	rodentia	NA	ischyromyidae	NA	microparamys	chandoni	2	NA
Megalohyrax gevini	hyracoidea	hyracoidea	pliohyracidae	saghatheriidae	megalohyrax	gevini	2	4
Rhagatherium aegyptiacum	NA	artiodactyla	NA	haplobunodontidae	rhagatherium	aegyptiacum	NA	2
Riostegotherium yanei	cingulata	NA	dasypodidae	NA	riostegotherium	yanei	1	NA
Cimexomys antiquus	multituberculata	NA	NA	NA	cimexomys	antiquus	3	NA
Scapanus townsendii	lipotyphla	NA	talpidae	NA	scapanus	townsendii	1	NA
Steiromys detentus	rodentia	NA	erethizontidae	NA	steiromys	detentus	2	NA
Pantostylops typus	notoungulata	NA	henricosborniidae	NA	pantostylops	typus	1	NA
Prodeinotherium NA	NA	proboscidea	NA	deinotheriidae	prodeinotherium	NA	NA	11
Maremmia haupti	artiodactyla	NA	bovidae	NA	maremmia	haupti	6	NA
Yarala kida	peramelemorphia	NA	yaralidae	NA	yarala	kida	1	NA
Palaeothentes boliviensis	paucituberculata	NA	palaeothentidae	NA	palaeothentes	boliviensis	3	NA
Gomphotherium annectens	NA	proboscidea	NA	gomphotheriidae	gomphotherium	annectens	NA	2
Palaeotupaia sivalicus	scandentia	NA	tupaiidae	NA	palaeotupaia	sivalicus	1	NA
Cremohipparion mediterraneum	NA	perissodactyla	NA	equidae	cremohipparion	mediterraneum	NA	36
Sivacapra subhimalayaensis	NA	artiodactyla	NA	bovidae	sivacapra	subhimalayaensis	NA	1
Archaeomys laurillardi	NA	rodentia	NA	theridomyidae	archaeomys	laurillardi	NA	1
Phyllops silvai	chiroptera	NA	phyllostomidae	NA	phyllops	silvai	1	NA
Nimravus mongoliensis	carnivora	carnivora	nimravidae	nimravidae	nimravus	mongoliensis	2	1
Peridiomys rusticus	rodentia	NA	heteromyidae	NA	peridiomys	rusticus	4	NA
Helogale kitafe	NA	carnivora	NA	viverridae	helogale	kitafe	NA	1
Pseudeutatus cuneiformis	cingulata	NA	dasypodidae	NA	pseudeutatus	cuneiformis	1	NA
Viverra tangalunga	NA	carnivora	NA	viverridae	viverra	tangalunga	NA	1
Castor praefiber	NA	rodentia	NA	castoridae	castor	praefiber	NA	7
Pliomys graceus	NA	rodentia	NA	muridae	pliomys	graceus	NA	3
Myospalax NA	NA	rodentia	NA	muridae	myospalax	NA	NA	4
Khonsunycteris aegypticus	chiroptera	NA	vespertilionidae	NA	khonsunycteris	aegypticus	1	NA
Ardynictis furunculus	didymoconida	NA	NA	NA	ardynictis	furunculus	1	NA
Uropsilus NA	NA	eulipotyphla	NA	talpidae	uropsilus	NA	NA	1
Copemys barstowensis	rodentia	NA	cricetidae	NA	copemys	barstowensis	9	NA
Prolagus praevasconiensis	NA	lagomorpha	NA	ochotonidae	prolagus	praevasconiensis	NA	7
Trichosurus NA	NA	diprotodontia	NA	phalangeridae	trichosurus	NA	NA	1
Hypsodontus gaopense	NA	artiodactyla	NA	bovidae	hypsodontus	gaopense	NA	3
Megalohyrax NA	NA	hyracoidea	NA	saghatheriidae	megalohyrax	NA	NA	4
Mustela eversmanni	NA	carnivora	NA	mustelidae	mustela	eversmanni	NA	12
Holmesina occidentalis	cingulata	NA	pampatheriidae	NA	holmesina	occidentalis	2	NA
Paschatherium plaziati	perissodactyla	NA	NA	NA	paschatherium	plaziati	2	NA
Pliopedia pacifica	carnivora	NA	odobenidae	NA	pliopedia	pacifica	2	NA
Kenyamys mariae	NA	rodentia	NA	kenyamyidae	kenyamys	mariae	NA	2
Miohippus gidleyi	perissodactyla	NA	equidae	NA	miohippus	gidleyi	4	NA
Eodesmatodon spanios	NA	NA	phenacodontidae	NA	eodesmatodon	spanios	1	NA
Parapliosaccomys hibbardi	rodentia	NA	geomyidae	NA	parapliosaccomys	hibbardi	6	NA
Khoratpithecus ayeyarwadyensis	primates	primates	hominidae	hominidae	khoratpithecus	ayeyarwadyensis	1	1
Spermophilus boothi	rodentia	NA	sciuridae	NA	spermophilus	boothi	7	NA
Tatera indica	NA	rodentia	NA	muridae	tatera	indica	NA	1
Canis proplatensis	carnivora	NA	canidae	NA	canis	proplatensis	1	NA
Scapanus hagermanensis	lipotyphla	NA	talpidae	NA	scapanus	hagermanensis	3	NA
Amphicyon galushai	carnivora	NA	amphicyonidae	NA	amphicyon	galushai	12	NA
Gazella granti	artiodactyla	artiodactyla	bovidae	bovidae	gazella	granti	18	3
Louisina mirabilis	macroscelidea	NA	louisinidae	NA	louisina	mirabilis	3	NA
Sylvilagus leonensis	lagomorpha	NA	leporidae	NA	sylvilagus	leonensis	1	NA
Plesiohipparion longipes	NA	perissodactyla	NA	equidae	plesiohipparion	longipes	NA	6
Schizogalerix duolebulejinensis	lipotyphla	eulipotyphla	erinaceidae	erinaceidae	schizogalerix	duolebulejinensis	1	1
Sinolagomys major	lagomorpha	lagomorpha	ochotonidae	ochotonidae	sinolagomys	major	23	2
Mammuthus lamarmorai	NA	proboscidea	NA	elephantidae	mammuthus	lamarmorai	NA	4
Australopithecus anamensis	NA	primates	NA	hominidae	australopithecus	anamensis	NA	2
Phenacolemur mcgrewi	primates	NA	paromomyidae	NA	phenacolemur	mcgrewi	5	NA
Hesperoscalops blancoensis	lipotyphla	NA	talpidae	NA	hesperoscalops	blancoensis	3	NA
Reithroparamys delicatissimus	rodentia	NA	reithroparamyidae	NA	reithroparamys	delicatissimus	11	NA
Wakiewakie lawsoni	diprotodontia	NA	potoroinae	NA	wakiewakie	lawsoni	1	NA
Apodemus lii	rodentia	rodentia	muridae	muridae	apodemus	lii	1	2
Parastrepsiceros NA	NA	artiodactyla	NA	bovidae	parastrepsiceros	NA	NA	1
Hyotherium meisneri	NA	artiodactyla	NA	suidae	hyotherium	meisneri	NA	11
Homogalax namadicus	perissodactyla	NA	NA	NA	homogalax	namadicus	1	NA
Hoploaceratherium belvederense	NA	perissodactyla	NA	rhinocerotidae	hoploaceratherium	belvederense	NA	4
Ustatochoerus leptoscelos	artiodactyla	NA	merycoidodontidae	NA	ustatochoerus	leptoscelos	3	NA
Paracitellus NA	NA	rodentia	NA	aplodontidae	paracitellus	NA	NA	1
Platygonus marplatensis	artiodactyla	NA	tayassuidae	NA	platygonus	marplatensis	3	NA
Dipus fraudator	NA	rodentia	NA	dipodidae	dipus	fraudator	NA	9
Dryomys tosyaensis	NA	rodentia	NA	gliridae	dryomys	tosyaensis	NA	1
Megasminthus gladiofex	rodentia	NA	zapodidae	NA	megasminthus	gladiofex	4	NA
Puma pardoides	NA	carnivora	NA	felidae	puma	pardoides	NA	6
Hypolagus arizonensis	lagomorpha	NA	leporidae	NA	hypolagus	arizonensis	2	NA
Terricola majori	NA	rodentia	NA	muridae	terricola	majori	NA	7
Canis dirus	carnivora	carnivora	canidae	canidae	canis	dirus	71	2
Haagella peregrina	NA	perissodactyla	NA	helaletidae	haagella	peregrina	NA	1
Prodinoceras martyr	dinocerata	NA	prodinoceratidae	NA	prodinoceras	martyr	2	NA
Gervachoerus minor	artiodactyla	NA	cebochoeridae	NA	gervachoerus	minor	4	NA
Germanomeryx fahlbuschi	NA	artiodactyla	NA	palaeomerycidae	germanomeryx	fahlbuschi	NA	1
Thereuodon dahmani	NA	NA	thereuodontidae	NA	thereuodon	dahmani	1	NA
Pseudodryomys simplicidens	rodentia	NA	gliridae	NA	pseudodryomys	simplicidens	14	NA
Paradiceros mukirii	NA	perissodactyla	NA	rhinocerotidae	paradiceros	mukirii	NA	4
Teleoceras fossiger	perissodactyla	NA	rhinocerotidae	NA	teleoceras	fossiger	19	NA
Prolimnocyon antiquus	hyaenodonta	NA	hyaenodontidae	NA	prolimnocyon	antiquus	14	NA
Palaeomastodon beadnelli	proboscidea	proboscidea	NA	palaeomastodontidae	palaeomastodon	beadnelli	1	1
Paraphiomys roessneri	NA	rodentia	NA	thryonomyidae	paraphiomys	roessneri	NA	1
Pithanotomys columnaris	rodentia	NA	octodontidae	NA	pithanotomys	columnaris	6	NA
Saccostomus major	NA	rodentia	NA	muridae	saccostomus	major	NA	18
Budorcas taxicolor	artiodactyla	artiodactyla	bovidae	bovidae	budorcas	taxicolor	1	1
Kenyasus NA	NA	artiodactyla	NA	suidae	kenyasus	NA	NA	3
Mesoplodon slangkopi	cetacea	NA	ziphiidae	NA	mesoplodon	slangkopi	1	NA
Docodon affinis	docodonta	NA	docodontidae	NA	docodon	affinis	1	NA
Chasicotatus ameghinoi	cingulata	NA	dasypodidae	NA	chasicotatus	ameghinoi	5	NA
Neohipparion affine	perissodactyla	NA	equidae	NA	neohipparion	affine	18	NA
Archaeosimos cegsai	diprotodontia	diprotodontia	NA	macropodidae	archaeosimos	cegsai	1	1
Hylopetes NA	NA	rodentia	NA	pteromyidae	hylopetes	NA	NA	21
Platygonus narinoensis	artiodactyla	NA	tayassuidae	NA	platygonus	narinoensis	1	NA
Sabadellictis crusafonti	NA	carnivora	NA	mustelidae	sabadellictis	crusafonti	NA	1
Cormohipparion africanum	NA	perissodactyla	NA	equidae	cormohipparion	africanum	NA	2
Leptomeryx mammifer	artiodactyla	NA	leptomerycidae	NA	leptomeryx	mammifer	10	NA
Exmus mini	rodentia	NA	NA	NA	exmus	mini	1	NA
Hemicyon NA	NA	carnivora	NA	ursidae	hemicyon	NA	NA	4
Cambaytherium minor	perissodactyla	perissodactyla	NA	cambaytheriidae	cambaytherium	minor	1	1
Gracilocyon solei	NA	NA	NA	NA	gracilocyon	solei	3	NA
Cantius eppsi	primates	NA	notharctidae	NA	cantius	eppsi	2	NA
Didolodus multicuspis	condylarthra	NA	didolodontidae	NA	didolodus	multicuspis	11	NA
Exallerix efialtes	lipotyphla	NA	erinaceidae	NA	exallerix	efialtes	1	NA
Mesosiphneus praetingi	NA	rodentia	NA	muridae	mesosiphneus	praetingi	NA	6
Australodelphis mirus	cetacea	NA	delphinidae	NA	australodelphis	mirus	1	NA
Cynarctus wangi	carnivora	NA	canidae	NA	cynarctus	wangi	1	NA
Erethizon dorsatum	rodentia	NA	erethizontidae	NA	erethizon	dorsatum	42	NA
Archaeodesmana acies	NA	eulipotyphla	NA	talpidae	archaeodesmana	acies	NA	2
Cookeroo hortusensis	diprotodontia	NA	macropodidae	NA	cookeroo	hortusensis	8	NA
Trioracodon bisulcus	eutriconodonta	NA	triconodontidae	NA	trioracodon	bisulcus	1	NA
Parameles suillus	NA	carnivora	NA	mustelidae	parameles	suillus	NA	3
Rhizomys NA	NA	rodentia	NA	muridae	rhizomys	NA	NA	7
Pseudamphimeryx pavloviae	artiodactyla	NA	amphimerycidae	NA	pseudamphimeryx	pavloviae	4	NA
Microtus hibbardi	rodentia	NA	cricetidae	NA	microtus	hibbardi	3	NA
Burramys parvus	diprotodontia	NA	burramyidae	NA	burramys	parvus	2	NA
Bohaskaia monodontoides	cetacea	NA	monodontidae	NA	bohaskaia	monodontoides	2	NA
Hippohyus deterrai	artiodactyla	NA	suidae	NA	hippohyus	deterrai	2	NA
Eudinoceras xintaiensis	amblypoda	NA	coryphodontidae	NA	eudinoceras	xintaiensis	1	NA
Imagocnus zazae	xenarthra	NA	megalonychidae	NA	imagocnus	zazae	1	NA
Calomys elachys	rodentia	NA	cricetidae	NA	calomys	elachys	4	NA
Unuchinia diaphanes	insectivora	NA	apatemyidae	NA	unuchinia	diaphanes	1	NA
Felis wenzensis	NA	carnivora	NA	felidae	felis	wenzensis	NA	1
